user, time, action, visualization
p5,0:00:00,brush,bar-5
p5,0:00:01,range select,bar-5
p5,0:00:15,range select,bar-5
p5,0:00:17,range select,bar-5
p5,0:00:32,pan,geo-0-1
p5,0:00:33,pan,geo-0-1
p5,0:00:49,pan,geo-0-1
p5,0:00:50,pan,geo-0-1
p5,0:00:51,pan,geo-0-1
p5,0:00:53,brush,bar-5
p5,0:00:54,brush,bar-5
p5,0:00:57,pan,geo-0-1
p5,0:00:58,pan,geo-0-1
p5,0:00:59,pan,geo-0-1
p5,0:01:00,pan,geo-0-1
p5,0:01:01,pan,geo-0-1
p5,0:01:02,pan,geo-0-1
p5,0:01:04,pan,geo-0-1
p5,0:01:05,pan,geo-0-1
p5,0:01:06,pan,geo-0-1
p5,0:01:07,pan,geo-0-1
p5,0:01:08,pan,geo-0-1
p5,0:01:10,pan,geo-0-1
p5,0:01:11,pan,geo-0-1
p5,0:01:12,pan,geo-0-1
p5,0:01:13,pan,geo-0-1
p5,0:01:14,pan,geo-0-1
p5,0:01:15,pan,geo-0-1
p5,0:01:16,pan,geo-0-1
p5,0:01:20,pan,geo-0-1
p5,0:01:21,pan,geo-0-1
p5,0:01:22,pan,geo-0-1
p5,0:01:29,range select,bar-5
p5,0:01:31,range select,bar-5
p5,0:01:33,range select,bar-5
p5,0:01:38,range select,bar-5
p5,0:01:47,range select,bar-5
p5,0:01:51,range select,bar-5
p5,0:01:52,pan,geo-0-1
p5,0:01:53,pan,geo-0-1
p5,0:01:56,pan,geo-0-1
p5,0:01:57,pan,geo-0-1
p5,0:01:58,pan,geo-0-1
p5,0:01:59,pan,geo-0-1
p5,0:02:00,pan,geo-0-1
p5,0:02:01,pan,geo-0-1
p5,0:02:02,pan,geo-0-1
p5,0:02:03,pan,geo-0-1
p5,0:02:14,pan,geo-0-1
p5,0:02:16,pan,geo-0-1
p5,0:02:17,pan,geo-0-1
p5,0:02:18,pan,geo-0-1
p5,0:02:20,range select,bar-5
p5,0:02:25,range select,bar-5
p5,0:02:26,range select,bar-5
p5,0:02:27,range select,bar-5
p5,0:02:28,range select,bar-5
p5,0:02:30,range select,bar-5
p5,0:02:31,range select,bar-5
p5,0:02:44,range select,bar-5
p5,0:02:47,range select,bar-5
p5,0:02:49,range select,bar-5
p5,0:02:55,pan,geo-0-1
p5,0:02:56,pan,geo-0-1
p5,0:02:57,pan,geo-0-1
p5,0:02:58,pan,geo-0-1
p5,0:02:59,pan,geo-0-1
p5,0:03:02,range select,bar-5
p5,0:03:15,range select,bar-5
p5,0:03:16,range select,bar-5
p5,0:03:20,range select,bar-5
p5,0:03:21,range select,bar-5
p5,0:03:22,range select,bar-5
p5,0:03:25,range select,bar-5
p5,0:03:27,range select,bar-5
p5,0:03:29,brush,bar-5
p5,0:03:31,range select,bar-5
p5,0:03:42,brush,bar-5
p5,0:03:43,brush,bar-5
p5,0:03:44,brush,bar-5
p5,0:03:45,brush,bar-5
p5,0:03:56,range select,bar-5
p5,0:04:08,range select,bar-5
p5,0:04:11,range select,bar-5
p5,0:04:17,range select,bar-5
p5,0:04:25,range select,bar-5
p5,0:04:27,range select,bar-5
p5,0:04:43,pan,geo-0-1
p5,0:04:44,pan,geo-0-1
p5,0:04:45,pan,geo-0-1
p5,0:04:46,pan,geo-0-1
p5,0:04:47,pan,geo-0-1
p5,0:04:49,pan,geo-0-1
p5,0:04:50,pan,geo-0-1
p5,0:04:51,pan,geo-0-1
p5,0:04:52,pan,geo-0-1
p5,0:04:53,pan,geo-0-1
p5,0:04:54,pan,geo-0-1
p5,0:04:55,pan,geo-0-1
p5,0:04:58,pan,geo-0-1
p5,0:04:59,pan,geo-0-1
p5,0:05:00,pan,geo-0-1
p5,0:05:01,pan,geo-0-1
p5,0:05:02,pan,geo-0-1
p5,0:05:03,pan,geo-0-1
p5,0:05:04,pan,geo-0-1
p5,0:05:06,pan,geo-0-1
p5,0:05:07,pan,geo-0-1
p5,0:05:08,pan,geo-0-1
p5,0:05:09,pan,geo-0-1
p5,0:05:11,pan,geo-0-1
p5,0:05:12,pan,geo-0-1
p5,0:05:13,pan,geo-0-1
p5,0:05:14,pan,geo-0-1
p5,0:05:15,zoom,geo-0-1
p5,0:05:16,pan,geo-0-1
p5,0:05:17,zoom,geo-0-1
p5,0:05:20,pan,geo-0-1
p5,0:05:29,pan,geo-0-1
p5,0:05:31,pan,geo-0-1
p5,0:05:32,pan,geo-0-1
p5,0:05:35,pan,geo-0-1
p5,0:05:36,zoom,geo-0-1
p5,0:05:39,pan,geo-0-1
p5,0:05:41,pan,geo-0-1
p5,0:05:42,pan,geo-0-1
p5,0:05:46,pan,geo-0-1
p5,0:05:47,pan,geo-0-1
p5,0:05:48,zoom,geo-0-1
p5,0:05:49,pan,geo-0-1
p5,0:05:51,pan,geo-0-1
p5,0:05:52,pan,geo-0-1
p5,0:05:55,pan,geo-0-1
p5,0:05:56,pan,geo-0-1
p5,0:05:58,pan,geo-0-1
p5,0:05:59,pan,geo-0-1
p5,0:06:01,pan,geo-0-1
p5,0:06:03,pan,geo-0-1
p5,0:06:04,pan,geo-0-1
p5,0:06:08,pan,geo-0-1
p5,0:06:18,pan,geo-0-1
p5,0:06:19,pan,geo-0-1
p5,0:06:25,pan,geo-0-1
p5,0:06:27,pan,geo-0-1
p5,0:06:28,zoom,geo-0-1
p5,0:06:30,pan,geo-0-1
p5,0:06:35,brush,bar-5
p5,0:06:36,range select,bar-5
p5,0:06:37,range select,bar-5
p5,0:06:38,range select,bar-5
p5,0:06:40,pan,geo-0-1
p5,0:06:41,pan,geo-0-1
p5,0:06:42,pan,geo-0-1
p5,0:06:43,pan,geo-0-1
p5,0:06:44,pan,geo-0-1
p5,0:06:45,zoom,geo-0-1
p5,0:06:47,pan,geo-0-1
p5,0:06:48,pan,geo-0-1
p5,0:06:49,pan,geo-0-1
p5,0:07:13,pan,geo-0-1
p5,0:07:24,pan,geo-0-1
p5,0:07:35,pan,geo-0-1
p5,0:07:37,brush,bar-5
p5,0:07:38,brush,bar-5
p5,0:07:44,pan,geo-0-1
p5,0:07:49,pan,geo-0-1
p5,0:07:50,pan,geo-0-1
p5,0:07:56,pan,geo-0-1
p5,0:08:02,pan,geo-0-1
p5,0:08:03,pan,geo-0-1
p5,0:08:05,pan,geo-0-1
p5,0:08:06,pan,geo-0-1
p5,0:08:07,pan,geo-0-1
p5,0:08:08,pan,geo-0-1
p5,0:08:09,range select,bar-5
p5,0:08:10,range select,bar-5
p5,0:08:11,range select,bar-5
p5,0:08:12,range select,bar-5
p5,0:08:13,range select,bar-5
p5,0:08:14,range select,bar-5
p5,0:08:16,pan,geo-0-1
p5,0:08:17,pan,geo-0-1
p5,0:08:24,pan,geo-0-1
p5,0:08:26,pan,geo-0-1
p5,0:08:31,range select,bar-5
p5,0:08:33,brush,hist-2
p5,0:08:35,range select,hist-2
p5,0:08:36,brush,hist-2
p5,0:08:37,range select,hist-2
p5,0:08:38,pan,geo-0-1
p5,0:08:39,pan,geo-0-1
p5,0:08:40,pan,geo-0-1
p5,0:08:44,range select,hist-2
p5,0:08:45,range select,hist-2
p5,0:08:47,range select,hist-2
p5,0:08:48,range select,hist-2
p5,0:08:50,range select,hist-2
p5,0:08:52,range select,hist-2
p5,0:08:54,brush,hist-2
p5,0:08:58,range select,hist-2
p5,0:08:59,range select,hist-2
p5,0:09:00,range select,hist-2
p5,0:09:04,range select,hist-2
p5,0:09:06,range select,hist-2
p5,0:09:08,range select,hist-2
p5,0:09:11,range select,hist-2
p5,0:09:13,range select,hist-2
p5,0:09:14,range select,hist-2
p5,0:09:15,range select,hist-2
p5,0:09:16,range select,hist-2
p5,0:09:17,range select,hist-2
p5,0:09:18,range select,hist-2
p5,0:09:19,range select,hist-2
p5,0:09:20,range select,hist-2
p5,0:09:21,range select,hist-2
p5,0:09:22,range select,hist-2
p5,0:09:23,range select,hist-2
