user, time, action, visualization
p8,0:00:00,brush,hist-4
p8,0:00:08,brush,hist-2
p8,0:00:17,brush,hist-3
p8,0:00:42,brush,hist-2
p8,0:00:43,brush,hist-2
p8,0:00:50,brush,hist-2
p8,0:00:51,brush,hist-2
p8,0:00:52,brush,hist-2
p8,0:00:55,brush,hist-2
p8,0:00:57,brush,hist-2
p8,0:00:59,brush,hist-2
p8,0:01:04,brush,hist-2
p8,0:01:07,brush,hist-2
p8,0:01:09,brush,hist-2
p8,0:01:12,brush,hist-2
p8,0:01:15,brush,hist-2
p8,0:01:17,brush,hist-2
p8,0:01:18,brush,hist-2
p8,0:01:20,brush,hist-2
p8,0:01:24,brush,hist-2
p8,0:01:25,brush,hist-2
p8,0:01:26,brush,hist-2
p8,0:01:27,brush,hist-2
p8,0:01:28,brush,hist-2
p8,0:01:29,brush,hist-2
p8,0:01:30,brush,hist-2
p8,0:01:31,brush,hist-2
p8,0:01:32,brush,hist-2
p8,0:01:33,brush,hist-2
p8,0:01:34,brush,hist-2
p8,0:01:35,brush,hist-2
p8,0:01:38,brush,hist-2
p8,0:01:39,brush,hist-2
p8,0:01:40,brush,hist-2
p8,0:01:41,brush,hist-2
p8,0:01:43,brush,hist-2
p8,0:01:51,brush,hist-2
p8,0:01:52,brush,hist-2
p8,0:01:54,brush,hist-2
p8,0:01:55,brush,hist-2
p8,0:01:57,pan,geo-0-1
p8,0:01:58,pan,geo-0-1
p8,0:02:00,pan,geo-0-1
p8,0:02:01,pan,geo-0-1
p8,0:02:02,brush,hist-3
p8,0:02:06,brush,hist-2
p8,0:02:09,brush,hist-2
p8,0:02:10,brush,hist-2
p8,0:02:11,brush,hist-2
p8,0:02:12,brush,hist-2
p8,0:02:16,brush,hist-2
p8,0:02:17,brush,hist-2
p8,0:02:21,brush,hist-2
p8,0:02:22,brush,hist-2
p8,0:02:23,brush,hist-2
p8,0:02:24,brush,hist-2
p8,0:02:25,brush,hist-2
p8,0:02:26,brush,hist-2
p8,0:02:36,brush,hist-2
p8,0:02:37,brush,hist-2
p8,0:02:39,brush,hist-2
p8,0:02:48,pan,geo-0-1
p8,0:02:49,pan,geo-0-1
p8,0:02:53,brush,hist-3
p8,0:02:57,brush,hist-4
p8,0:03:04,brush,hist-4
p8,0:03:07,brush,hist-4
p8,0:03:08,brush,hist-4
p8,0:03:35,brush,hist-4
p8,0:03:36,brush,hist-4
p8,0:03:37,brush,hist-4
p8,0:03:39,brush,hist-4
p8,0:03:40,brush,hist-4
p8,0:03:41,brush,hist-4
p8,0:03:44,brush,hist-4
p8,0:03:45,brush,hist-4
p8,0:03:46,brush,hist-4
p8,0:03:47,brush,hist-4
p8,0:03:50,brush,hist-4
p8,0:03:51,brush,hist-4
p8,0:03:55,brush,hist-4
p8,0:03:56,brush,hist-4
p8,0:03:58,brush,hist-4
p8,0:04:04,brush,hist-4
p8,0:04:09,brush,hist-4
p8,0:04:18,brush,hist-4
p8,0:04:41,pan,geo-0-1
p8,0:04:42,pan,geo-0-1
p8,0:04:44,pan,geo-0-1
p8,0:04:45,pan,geo-0-1
p8,0:04:46,pan,geo-0-1
p8,0:04:47,pan,geo-0-1
p8,0:04:52,range select,geo-0-1
p8,0:04:53,range select,geo-0-1
p8,0:04:54,range select,geo-0-1
p8,0:05:18,brush,hist-4
p8,0:05:19,brush,hist-4
p8,0:05:20,pan,geo-0-1
p8,0:05:21,pan,geo-0-1
p8,0:05:22,pan,geo-0-1
p8,0:05:23,pan,geo-0-1
p8,0:05:24,pan,geo-0-1
p8,0:05:30,range select,geo-0-1
p8,0:05:31,range select,geo-0-1
p8,0:05:32,range select,geo-0-1
p8,0:05:33,range select,geo-0-1
p8,0:05:34,range select,geo-0-1
p8,0:05:36,pan,geo-0-1
p8,0:05:37,pan,geo-0-1
p8,0:05:38,pan,geo-0-1
p8,0:05:40,range select,geo-0-1
p8,0:05:41,range select,geo-0-1
p8,0:05:42,range select,geo-0-1
p8,0:05:54,pan,geo-0-1
p8,0:05:55,pan,geo-0-1
p8,0:05:56,pan,geo-0-1
p8,0:05:57,pan,geo-0-1
p8,0:05:58,pan,geo-0-1
p8,0:05:59,range select,geo-0-1
p8,0:06:00,range select,geo-0-1
p8,0:06:07,brush,hist-4
p8,0:06:08,brush,hist-4
p8,0:06:10,brush,bar-5
p8,0:06:11,pan,geo-0-1
p8,0:06:12,pan,geo-0-1
p8,0:06:13,pan,geo-0-1
p8,0:06:16,range select,geo-0-1
p8,0:06:17,range select,geo-0-1
p8,0:06:43,brush,hist-4
p8,0:06:45,pan,geo-0-1
p8,0:06:46,pan,geo-0-1
p8,0:07:30,pan,geo-0-1
p8,0:07:31,pan,geo-0-1
p8,0:07:32,pan,geo-0-1
p8,0:07:33,pan,geo-0-1
p8,0:07:34,pan,geo-0-1
p8,0:07:35,pan,geo-0-1
p8,0:07:39,pan,geo-0-1
p8,0:07:40,pan,geo-0-1
p8,0:07:41,pan,geo-0-1
p8,0:07:43,pan,geo-0-1
p8,0:07:44,pan,geo-0-1
p8,0:07:45,brush,hist-3
p8,0:07:47,brush,bar-5
p8,0:07:48,brush,bar-5
p8,0:07:52,brush,bar-5
p8,0:07:55,brush,bar-5
p8,0:07:57,brush,bar-5
p8,0:08:00,brush,bar-5
p8,0:08:03,brush,bar-5
p8,0:08:05,brush,bar-5
p8,0:08:08,brush,bar-5
p8,0:08:10,brush,bar-5
p8,0:08:23,brush,bar-5
p8,0:08:43,brush,bar-5
p8,0:08:44,brush,bar-5
p8,0:09:34,brush,bar-5
p8,0:09:41,brush,bar-5
p8,0:09:47,brush,bar-5
p8,0:09:49,brush,bar-5
p8,0:09:50,brush,bar-5
p8,0:09:52,brush,bar-5
p8,0:10:05,brush,bar-5
p8,0:10:08,brush,bar-5
p8,0:10:09,brush,bar-5
p8,0:10:10,brush,bar-5
p8,0:10:12,brush,bar-5
p8,0:10:14,brush,bar-5
p8,0:10:16,brush,bar-5
p8,0:10:18,brush,bar-5
p8,0:10:19,brush,bar-5
p8,0:10:20,brush,bar-5
p8,0:10:31,brush,bar-5
p8,0:10:40,brush,bar-5
p8,0:10:42,brush,bar-5
p8,0:10:49,brush,bar-5
p8,0:10:50,range select,bar-5
p8,0:10:51,range select,bar-5
p8,0:10:52,range select,bar-5
p8,0:11:20,brush,bar-5
p8,0:11:21,range select,bar-5
p8,0:12:16,range select,bar-5
p8,0:14:47,range select,bar-5
p8,0:14:56,range select,bar-5
p8,0:15:01,range select,bar-5
p8,0:15:05,range select,bar-5
p8,0:15:10,range select,bar-5
p8,0:15:50,brush,hist-4
p8,0:15:55,brush,hist-4
p8,0:15:57,brush,hist-4
p8,0:15:59,brush,hist-4
p8,0:16:00,brush,hist-4
p8,0:16:01,brush,hist-4
p8,0:16:02,brush,hist-4
p8,0:16:03,brush,hist-4
p8,0:16:04,brush,hist-4
p8,0:16:06,brush,hist-4
p8,0:16:07,brush,hist-4
p8,0:16:08,brush,hist-4
p8,0:16:09,brush,hist-4
p8,0:16:10,brush,hist-4
p8,0:16:11,brush,hist-4
p8,0:16:12,brush,hist-4
p8,0:16:13,brush,hist-4
p8,0:16:14,brush,hist-4
p8,0:16:17,brush,hist-4
p8,0:16:18,brush,hist-4
p8,0:16:19,brush,hist-4
p8,0:16:21,brush,hist-4
p8,0:16:23,brush,hist-4
p8,0:16:25,brush,hist-4
p8,0:16:26,brush,hist-4
p8,0:16:27,brush,hist-4
p8,0:16:28,brush,hist-4
p8,0:16:29,brush,hist-4
p8,0:16:30,brush,hist-4
p8,0:16:31,brush,hist-4
p8,0:16:36,brush,hist-4
p8,0:16:37,brush,hist-4
p8,0:16:38,brush,hist-4
p8,0:16:39,brush,hist-4
p8,0:16:40,brush,hist-4
p8,0:16:41,brush,hist-4
p8,0:16:52,brush,hist-4
p8,0:17:15,brush,hist-3
p8,0:17:16,brush,hist-3
p8,0:17:17,pan,geo-0-1
p8,0:17:18,pan,geo-0-1
