user, time, action, visualization
p11,0:07:27,brush,bar-4
p11,0:07:28,brush,bar-4
p11,0:07:29,brush,bar-4
p11,0:07:30,brush,bar-4
p11,0:07:32,range select,bar-4
p11,0:07:37,brush,bar-4
p11,0:07:43,brush,bar-4
p11,0:07:45,brush,bar-4
p11,0:07:46,brush,bar-4
p11,0:07:47,brush,bar-4
p11,0:07:48,brush,bar-4
p11,0:07:49,range select,bar-4
p11,0:07:55,range select,bar-4
p11,0:07:56,brush,bar-4
p11,0:07:57,brush,bar-4
p11,0:07:58,brush,bar-4
p11,0:07:59,brush,bar-4
p11,0:08:00,brush,bar-4
p11,0:08:01,brush,bar-4
p11,0:08:02,brush,bar-4
p11,0:08:03,brush,bar-4
p11,0:08:05,brush,bar-4
p11,0:08:06,brush,bar-4
p11,0:08:08,brush,bar-4
p11,0:08:09,brush,bar-4
p11,0:08:10,brush,bar-4
p11,0:08:12,brush,bar-4
p11,0:08:13,brush,bar-4
p11,0:08:14,brush,bar-4
p11,0:08:15,brush,bar-4
p11,0:08:16,brush,bar-4
p11,0:08:17,brush,bar-4
p11,0:08:18,brush,bar-4
p11,0:08:19,brush,bar-4
p11,0:08:20,brush,bar-4
p11,0:08:21,brush,bar-4
p11,0:08:22,brush,bar-4
p11,0:08:26,brush,bar-4
p11,0:08:27,brush,bar-4
p11,0:08:33,brush,bar-4
p11,0:08:34,brush,bar-4
p11,0:08:35,brush,bar-4
p11,0:08:36,brush,bar-4
p11,0:08:37,brush,bar-4
p11,0:08:38,brush,bar-4
p11,0:08:39,brush,bar-4
p11,0:08:40,brush,bar-4
p11,0:08:41,brush,bar-4
p11,0:08:42,brush,bar-4
p11,0:08:43,brush,bar-4
p11,0:08:44,brush,bar-4
p11,0:08:46,brush,bar-4
p11,0:08:47,brush,bar-4
p11,0:08:53,brush,bar-4
p11,0:09:02,brush,bar-4
p11,0:09:03,brush,bar-4
p11,0:09:04,brush,bar-4
p11,0:09:05,brush,bar-4
p11,0:09:06,brush,bar-4
p11,0:09:07,brush,bar-4
p11,0:09:08,brush,bar-4
p11,0:09:09,brush,bar-4
p11,0:09:10,brush,bar-4
p11,0:09:11,brush,bar-4
p11,0:09:15,pan,scatterplot-0-1
p11,0:09:17,pan,scatterplot-0-1
p11,0:09:18,pan,scatterplot-0-1
p11,0:09:19,pan,scatterplot-0-1
p11,0:09:20,zoom,scatterplot-0-1
p11,0:09:28,range select,scatterplot-0-1
p11,0:09:29,range select,scatterplot-0-1
p11,0:09:30,range select,scatterplot-0-1
p11,0:09:31,range select,scatterplot-0-1
p11,0:09:32,range select,scatterplot-0-1
p11,0:09:48,range select,scatterplot-0-1
p11,0:09:49,range select,scatterplot-0-1
p11,0:10:30,range select,scatterplot-0-1
p11,0:10:31,range select,scatterplot-0-1
p11,0:10:32,range select,scatterplot-0-1
p11,0:10:33,range select,scatterplot-0-1
p11,0:10:34,range select,scatterplot-0-1
p11,0:10:36,range select,scatterplot-0-1
p11,0:10:37,range select,scatterplot-0-1
p11,0:10:39,pan,scatterplot-0-1
p11,0:10:42,pan,scatterplot-0-1
p11,0:10:43,pan,scatterplot-0-1
p11,0:10:44,pan,scatterplot-0-1
p11,0:10:46,range select,scatterplot-0-1
p11,0:10:48,zoom,scatterplot-0-1
p11,0:10:51,range select,scatterplot-0-1
p11,0:10:52,range select,scatterplot-0-1
p11,0:10:54,range select,scatterplot-0-1
p11,0:10:55,range select,scatterplot-0-1
p11,0:10:58,pan,scatterplot-0-1
p11,0:11:00,range select,scatterplot-0-1
p11,0:11:04,pan,scatterplot-0-1
p11,0:11:05,pan,scatterplot-0-1
p11,0:11:17,range select,scatterplot-0-1
p11,0:11:18,range select,scatterplot-0-1
p11,0:11:28,range select,scatterplot-0-1
p11,0:11:29,range select,scatterplot-0-1
p11,0:11:47,range select,scatterplot-0-1
p11,0:11:48,range select,scatterplot-0-1
p11,0:12:21,range select,scatterplot-0-1
p11,0:12:22,range select,scatterplot-0-1
p11,0:12:32,range select,scatterplot-0-1
p11,0:12:33,range select,scatterplot-0-1
